% len P	len log2(P/expect)
0.000755	-1.4054514504496458
0.000712	-1.4900508536956893
0.000745	-1.4246876693125632
0.000680	-1.5563933485243853
0.000701	-1.512513650651464
0.000755	-1.4054514504496458
0.000745	-1.4246876693125632
0.000788	-1.343732465205711
0.000755	-1.4054514504496458
0.000723	-1.4679324477109692
0.000745	-1.4246876693125632
0.000745	-1.4246876693125632
0.000766	-1.3845837027371302
0.000777	-1.3640134962543768
0.000874	-1.1942948151614887
0.000820	-1.286304185156641
0.000788	-1.343732465205711
0.000831	-1.2670796178917425
0.000745	-1.4246876693125632
0.000734	-1.4461480318188742
0.000755	-1.4054514504496458
0.000712	-1.4900508536956893
0.000798	-1.3255393484397413
0.000788	-1.343732465205711
0.000798	-1.3255393484397413
0.000745	-1.4246876693125632
0.000755	-1.4054514504496458
0.000755	-1.4054514504496458
0.000755	-1.4054514504496458
0.000820	-1.286304185156641
0.000798	-1.3255393484397413
0.000809	-1.3057883922321094
0.000820	-1.286304185156641
0.000766	-1.3845837027371302
0.000777	-1.3640134962543768
0.000701	-1.512513650651464
0.000712	-1.4900508536956893
0.000701	-1.512513650651464
0.000723	-1.4679324477109692
0.000701	-1.512513650651464
0.000680	-1.5563933485243853
0.000669	-1.579921884020626
0.000637	-1.6506347224057867
0.000604	-1.7273795453370082
0.000583	-1.7784322114615907
0.000572	-1.8059129478836975
0.000583	-1.7784322114615907
0.000529	-1.9186603725480615
0.000518	-1.9489759969755331
0.000507	-1.9799423476587465
0.000507	-1.9799423476587465
0.000518	-1.9489759969755331
0.000583	-1.7784322114615907
0.000615	-1.701341684435485
0.000658	-1.6038405109268457
0.000658	-1.6038405109268457
0.000680	-1.5563933485243853
0.000658	-1.6038405109268457
0.000637	-1.6506347224057867
0.000647	-1.6281623826695795
0.000691	-1.5332423842738285
0.000766	-1.3845837027371302
0.000734	-1.4461480318188742
0.000712	-1.4900508536956893
0.000691	-1.5332423842738285
0.000691	-1.5332423842738285
0.000712	-1.4900508536956893
0.000658	-1.6038405109268457
0.000691	-1.5332423842738285
0.000712	-1.4900508536956893
0.000723	-1.4679324477109692
0.000658	-1.6038405109268457
0.000550	-1.8624964762500649
0.000518	-1.9489759969755331
0.000561	-1.8339273240532943
0.000540	-1.8889686876112561
0.000529	-1.9186603725480615
0.000518	-1.9489759969755331
0.000540	-1.8889686876112561
0.000540	-1.8889686876112561
0.000572	-1.8059129478836975
0.000540	-1.8889686876112561
0.000583	-1.7784322114615907
0.000561	-1.8339273240532943
0.000626	-1.6757654377294686
0.000583	-1.7784322114615907
0.000583	-1.7784322114615907
0.000593	-1.7538959901160835
0.000604	-1.7273795453370082
0.000615	-1.701341684435485
0.000593	-1.7538959901160835
0.000583	-1.7784322114615907
0.000572	-1.8059129478836975
0.000518	-1.9489759969755331
0.000583	-1.7784322114615907
0.000529	-1.9186603725480615
0.000518	-1.9489759969755331
0.000540	-1.8889686876112561
0.000496	-2.0115879742752116
0.000464	-2.107803289534515
0.000475	-2.074000581443777
0.000486	-2.040971781056306
0.000507	-1.9799423476587465
0.000540	-1.8889686876112561
0.000540	-1.8889686876112561
0.000540	-1.8889686876112561
0.000583	-1.7784322114615907
0.000572	-1.8059129478836975
0.000529	-1.9186603725480615
0.000550	-1.8624964762500649
0.000561	-1.8339273240532943
0.000550	-1.8624964762500649
0.000550	-1.8624964762500649
0.000529	-1.9186603725480615
0.000529	-1.9186603725480615
0.000540	-1.8889686876112561
0.000518	-1.9489759969755331
0.000496	-2.0115879742752116
0.000475	-2.074000581443777
0.000486	-2.040971781056306
0.000453	-2.142417044615852
0.000432	-2.2108967824986183
0.000421	-2.248107861595691
0.000432	-2.2108967824986183
0.000432	-2.2108967824986183
0.000378	-2.4035418604410146
0.000378	-2.4035418604410146
0.000345	-2.5353317329965557
0.000356	-2.4900508536956893
0.000432	-2.2108967824986183
0.000464	-2.107803289534515
0.000496	-2.0115879742752116
0.000518	-1.9489759969755331
0.000507	-1.9799423476587465
0.000507	-1.9799423476587465
0.000486	-2.040971781056306
0.000540	-1.8889686876112561
0.000507	-1.9799423476587465
0.000550	-1.8624964762500649
0.000550	-1.8624964762500649
0.000475	-2.074000581443777
0.000486	-2.040971781056306
0.000453	-2.142417044615852
0.000475	-2.074000581443777
0.000475	-2.074000581443777
0.000464	-2.107803289534515
0.000475	-2.074000581443777
0.000453	-2.142417044615852
0.000486	-2.040971781056306
0.000496	-2.0115879742752116
0.000496	-2.0115879742752116
0.000540	-1.8889686876112561
0.000507	-1.9799423476587465
0.000529	-1.9186603725480615
0.000518	-1.9489759969755331
0.000507	-1.9799423476587465
0.000540	-1.8889686876112561
0.000540	-1.8889686876112561
0.000529	-1.9186603725480615
0.000518	-1.9489759969755331
0.000475	-2.074000581443777
0.000464	-2.107803289534515
0.000421	-2.248107861595691
0.000464	-2.107803289534515
0.000475	-2.074000581443777
0.000453	-2.142417044615852
0.000486	-2.040971781056306
0.000432	-2.2108967824986183
0.000421	-2.248107861595691
0.000453	-2.142417044615852
0.000464	-2.107803289534515
0.000507	-1.9799423476587465
0.000518	-1.9489759969755331
0.000550	-1.8624964762500649
0.000507	-1.9799423476587465
0.000475	-2.074000581443777
0.000496	-2.0115879742752116
0.000507	-1.9799423476587465
0.000496	-2.0115879742752116
0.000475	-2.074000581443777
0.000475	-2.074000581443777
0.000486	-2.040971781056306
0.000432	-2.2108967824986183
0.000388	-2.365871442474959
0.000356	-2.4900508536956893
0.000345	-2.5353317329965557
0.000421	-2.248107861595691
0.000399	-2.3255393484397415
0.000367	-2.446148031818874
0.000399	-2.3255393484397415
0.000421	-2.248107861595691
0.000410	-2.286304185156641
0.000399	-2.3255393484397415
0.000432	-2.2108967824986183
0.000464	-2.107803289534515
0.000496	-2.0115879742752116
0.000507	-1.9799423476587465
0.000475	-2.074000581443777
0.000453	-2.142417044615852
0.000442	-2.1778817252706553
0.000464	-2.107803289534515
0.000464	-2.107803289534515
0.000432	-2.2108967824986183
0.000421	-2.248107861595691
0.000442	-2.1778817252706553
0.000464	-2.107803289534515
0.000432	-2.2108967824986183
0.000442	-2.1778817252706553
0.000388	-2.365871442474959
0.000421	-2.248107861595691
0.000464	-2.107803289534515
0.000410	-2.286304185156641
0.000367	-2.446148031818874
0.000399	-2.3255393484397415
0.000399	-2.3255393484397415
0.000367	-2.446148031818874
0.000345	-2.5353317329965557
0.000378	-2.4035418604410146
0.000356	-2.4900508536956893
0.000378	-2.4035418604410146
0.000388	-2.365871442474959
0.000345	-2.5353317329965557
0.000356	-2.4900508536956893
0.000356	-2.4900508536956893
0.000356	-2.4900508536956893
0.000356	-2.4900508536956893
0.000334	-2.582079992188035
0.000324	-2.6259342817774622
0.000324	-2.6259342817774622
0.000356	-2.4900508536956893
0.000356	-2.4900508536956893
0.000367	-2.446148031818874
